premise	hypothesis	entailment	reasoning_type	function_name
The table is in contact with the water and the water is in contact with the cup.	The table is in contact with the cup.	contradiction	distance	gen_distance_transitivity_negative
The widget is flying.	The widget is moving.	entailment	metaphor	gen_motion_metaphors
The widget is flying.	The widget is moving fast.	entailment	metaphor	gen_motion_metaphors
The widget is flying.	The widget is moving quickly.	entailment	metaphor	gen_motion_metaphors
The widget is flying.	The widget is moving slowly.	contradiction	metaphor	gen_motion_metaphors
The widget is flying.	The widget is not moving.	contradiction	metaphor	gen_motion_metaphors
The card is flying.	The card is moving.	entailment	metaphor	gen_motion_metaphors
The card is flying.	The card is moving fast.	entailment	metaphor	gen_motion_metaphors
The card is flying.	The card is moving quickly.	entailment	metaphor	gen_motion_metaphors
The card is flying.	The card is moving slowly.	contradiction	metaphor	gen_motion_metaphors
The card is flying.	The card is not moving.	contradiction	metaphor	gen_motion_metaphors
The ball is flying.	The ball is moving.	entailment	metaphor	gen_motion_metaphors
The ball is flying.	The ball is moving fast.	entailment	metaphor	gen_motion_metaphors
The ball is flying.	The ball is moving quickly.	entailment	metaphor	gen_motion_metaphors
The ball is flying.	The ball is moving slowly.	contradiction	metaphor	gen_motion_metaphors
The ball is flying.	The ball is not moving.	contradiction	metaphor	gen_motion_metaphors
The dax is flying.	The dax is moving.	entailment	metaphor	gen_motion_metaphors
The dax is flying.	The dax is moving fast.	entailment	metaphor	gen_motion_metaphors
The dax is flying.	The dax is moving quickly.	entailment	metaphor	gen_motion_metaphors
The dax is flying.	The dax is moving slowly.	contradiction	metaphor	gen_motion_metaphors
The dax is flying.	The dax is not moving.	contradiction	metaphor	gen_motion_metaphors
